"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","symbol","entrez","name"
"ENSG00000143952",383.311777896826,-1.00837674350902,0.0998712669478512,-10.096765309241,5.70944224148242e-24,4.68517593290467e-23,"Down","VPS54","51542","VPS54 subunit of GARP complex"
"ENSG00000183722",922.379266631137,0.705664534720207,0.0699045515509599,10.0946865270394,5.83170963373827e-24,4.78284566399748e-23,"Not significant","LHFPL6","10186","LHFPL tetraspan subfamily member 6"
"ENSG00000100162",56.2735293019594,-3.23778731243004,0.320859136423018,-10.0909930398908,6.05537964521529e-24,4.96352531764088e-23,"Down","CENPM","79019","centromere protein M"
"ENSG00000127463",2612.10847596582,-0.4935388790913,0.0489179965497617,-10.0891065436265,6.17287921919233e-24,5.05702578835222e-23,"Not significant","EMC1","23065","ER membrane protein complex subunit 1"
"ENSG00000115107",905.920371472563,-0.71256816006042,0.0706492282412636,-10.0860006230646,6.37126883997312e-24,5.21665334241799e-23,"Not significant","STEAP3","55240","STEAP3 metalloreductase"
"ENSG00000198554",187.595315610709,-1.43407570444124,0.142188671614297,-10.0857240465072,6.38923830744475e-24,5.22846164214996e-23,"Down","WDHD1","11169","WD repeat and HMG-box DNA binding protein 1"
"ENSG00000163956",2238.27007524978,0.513353996880596,0.0509016992524888,10.0852035279647,6.42319317939321e-24,5.25333080343491e-23,"Not significant","LRPAP1","4043","LDL receptor related protein associated protein 1"
"ENSG00000165802",1264.88202381947,0.631574115856252,0.062649296828302,10.0811046225652,6.69689609294002e-24,5.47414612411259e-23,"Not significant","NSMF","26012","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"ENSG00000006042",1286.91678160826,0.587585886426973,0.0583212446318384,10.0749887992994,7.12689137707888e-24,5.82240161393507e-23,"Not significant","TMEM98","26022","transmembrane protein 98"
"ENSG00000185760",79.8175803211215,-2.41292793330988,0.23954028908935,-10.0731611474754,7.26061879944742e-24,5.92836564355989e-23,"Down","KCNQ5","56479","potassium voltage-gated channel subfamily Q member 5"
"ENSG00000164548",789.663500734035,-0.735532822225049,0.0730199838672962,-10.0730345758742,7.26997139185495e-24,5.93271530305416e-23,"Not significant","TRA2A","29896","transformer 2 alpha homolog"
"ENSG00000084774",1394.43177790762,-0.60354014017741,0.0599245952511035,-10.0716598526595,7.37232381626776e-24,6.01291136713637e-23,"Not significant","CAD","790","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
"ENSG00000089351",1091.44961922926,0.666387754439872,0.0662043154767033,10.0656241159138,7.8388552786963e-24,6.38988103414967e-23,"Not significant","GRAMD1A","57655","GRAM domain containing 1A"
"ENSG00000100714",831.324167477297,-0.721899218575808,0.0717498360230052,-10.0613361449961,8.1879436741665e-24,6.67075256328723e-23,"Not significant","MTHFD1","4522","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
"ENSG00000071553",2991.3226359037,0.513260454463183,0.0510157679579928,10.0608199191632,8.2309951046936e-24,6.70212187033007e-23,"Not significant","ATP6AP1","537","ATPase H+ transporting accessory protein 1"
"ENSG00000131748",807.142873313749,0.810919973760576,0.0806254501480064,10.0578659997798,8.48168828693981e-24,6.90243633202203e-23,"Not significant","STARD3","10948","StAR related lipid transfer domain containing 3"
"ENSG00000030110",599.882836173555,0.816874422898455,0.0812381510626305,10.0553054471745,8.7051059893093e-24,7.08034503700003e-23,"Not significant","BAK1","578","BCL2 antagonist/killer 1"
"ENSG00000121895",97.3293035011483,2.23002628352839,0.221948548606837,10.0474920765474,9.42351081005338e-24,7.66043586974995e-23,"Up","TMEM156","80008","transmembrane protein 156"
"ENSG00000115084",1931.04521114337,0.525799426958325,0.0523690381555763,10.0402727542235,1.01393402091181e-23,8.23779470793732e-23,"Not significant","SLC35F5","80255","solute carrier family 35 member F5"
"ENSG00000164081",511.231276261473,0.862033616647308,0.0858633589474275,10.0395981151298,1.02089234397098e-23,8.2897583280685e-23,"Not significant","TEX264","51368","testis expressed 264, ER-phagy receptor"
"ENSG00000023909",410.954690347776,-0.952386604069206,0.0949413886316646,-10.031311083558,1.11032343619246e-23,9.010983922139e-23,"Not significant","GCLM","2730","glutamate-cysteine ligase modifier subunit"
"ENSG00000080839",122.939523713891,-1.80848291971117,0.180305436630099,-10.0301075414676,1.12394121348927e-23,9.1164807949394e-23,"Down","RBL1","5933","RB transcriptional corepressor like 1"
"ENSG00000103502",1579.84110606706,0.571016615142322,0.0569407467239656,10.0282600421534,1.14516768771153e-23,9.28354311413231e-23,"Not significant","CDIPT","10423","CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
"ENSG00000213024",702.620421834826,-0.751648231278295,0.0749812699145635,-10.0244798752375,1.18984411178087e-23,9.64041919704586e-23,"Not significant","NUP62","23636","nucleoporin 62"
"ENSG00000108679",2885.09935867934,0.514867554562448,0.0513678676342368,10.0231443950243,1.20603679125671e-23,9.76624737886888e-23,"Not significant","LGALS3BP","3959","galectin 3 binding protein"
"ENSG00000113645",137.914807993989,-1.67647923450426,0.167324814306511,-10.0193102944865,1.2537478306019e-23,1.01470266487703e-22,"Down","WWC1","23286","WW and C2 domain containing 1"
"ENSG00000108094",800.235984034426,-0.735375647774815,0.0733990874643452,-10.0188663535093,1.25939151729282e-23,1.01871087716035e-22,"Not significant","CUL2","8453","cullin 2"
"ENSG00000128656",1710.95970094458,0.629973775343943,0.062884868650854,10.0178912488734,1.27187619770958e-23,1.02824527711705e-22,"Not significant","CHN1","1123","chimerin 1"
"ENSG00000198053",1777.1173144793,0.524579537637096,0.0524396915358662,10.0034825200737,1.47129997952821e-23,1.18881683652888e-22,"Not significant","SIRPA","140885","signal regulatory protein alpha"
"ENSG00000164038",351.186945619675,1.1471439269491,0.114680480382603,10.0029571128577,1.4791293484553e-23,1.19448812808406e-22,"Up","SLC9B2","133308","solute carrier family 9 member B2"
"ENSG00000109458",333.123246085128,1.0677984777047,0.106750696635467,10.0027307676598,1.48251493960872e-23,1.19656654873786e-22,"Up","GAB1","2549","GRB2 associated binding protein 1"
"ENSG00000184900",1276.29670629787,-0.599095516003418,0.0599250666007591,-9.99741093313744,1.5643344899431e-23,1.26191361317906e-22,"Not significant","SUMO3","6612","small ubiquitin like modifier 3"
"ENSG00000089916",1238.47805131873,0.59555545212393,0.0595722838501068,9.99719019707957,1.56782437602023e-23,1.26372986794041e-22,"Not significant","GPATCH2L","55668","G-patch domain containing 2 like"
"ENSG00000243927",380.284148063081,1.10705295505102,0.110736743722246,9.99716009193629,1.56830094209731e-23,1.26372986794041e-22,"Up","MRPS6","64968","mitochondrial ribosomal protein S6"
"ENSG00000107164",1195.85529931959,-0.603070008585573,0.0603252500468436,-9.99697486736116,1.57123621538071e-23,1.26540324274759e-22,"Not significant","FUBP3","8939","far upstream element binding protein 3"
"ENSG00000054793",1924.32168966259,0.584968839041599,0.0585162875681111,9.99668405759189,1.57585568798897e-23,1.26843042761232e-22,"Not significant","ATP9A","10079","ATPase phospholipid transporting 9A (putative)"
"ENSG00000081377",338.124475696288,-1.03735157848313,0.103899907934692,-9.98414338475809,1.78839079892356e-23,1.43871744511656e-22,"Down","CDC14B","8555","cell division cycle 14B"
"ENSG00000008394",2790.76886295926,0.521992585674206,0.0522858253359272,9.98344354938446,1.80105389130993e-23,1.44811414348749e-22,"Not significant","MGST1","4257","microsomal glutathione S-transferase 1"
"ENSG00000069431",90.3822487707062,-2.17623790695114,0.218229567352695,-9.97224131152667,2.01626616180158e-23,1.61938586880826e-22,"Down","ABCC9","10060","ATP binding cassette subfamily C member 9"
"ENSG00000101596",1946.34928941625,0.527762074314518,0.0529230196283193,9.97225929323411,2.01590107587964e-23,1.61938586880826e-22,"Not significant","SMCHD1","23347","structural maintenance of chromosomes flexible hinge domain containing 1"
"ENSG00000090975",450.073758890525,0.902524958996144,0.090505287842494,9.97206882062853,2.01977160433061e-23,1.62131775079655e-22,"Not significant","PITPNM2","57605","phosphatidylinositol transfer protein membrane associated 2"
"ENSG00000138641",818.196835724471,0.712402634024995,0.0714469190623126,9.97107563733674,2.04007327993719e-23,1.63672291778521e-22,"Not significant","HERC3","8916","HECT and RLD domain containing E3 ubiquitin protein ligase 3"
"ENSG00000169967",988.520812470759,0.695680323133107,0.0697743910790355,9.97042485609211,2.05348535678993e-23,1.64658689817029e-22,"Not significant","MAP3K2","10746","mitogen-activated protein kinase kinase kinase 2"
"ENSG00000108840",1298.20413885888,0.619819219085751,0.0621946288213081,9.96579979384648,2.15135257302642e-23,1.72412366619159e-22,"Not significant","HDAC5","10014","histone deacetylase 5"
"ENSG00000106853",1025.36160578182,0.676810999168111,0.0679417373006709,9.96163810432072,2.24335456104464e-23,1.79687823481935e-22,"Not significant","PTGR1","22949","prostaglandin reductase 1"
"ENSG00000145808",122.810444578939,1.9634013329603,0.197157989182865,9.95851774050726,2.31488185553583e-23,1.85316288902157e-22,"Up","ADAMTS19","171019","ADAM metallopeptidase with thrombospondin type 1 motif 19"
"ENSG00000111331",134.080096218444,-1.72180938078068,0.17297909202265,-9.95385835737436,2.42591151614563e-23,1.94099261264682e-22,"Down","OAS3","4940","2'-5'-oligoadenylate synthetase 3"
"ENSG00000163683",1017.13413880169,0.665056635616793,0.0668358200536324,9.9506018641369,2.50662599241235e-23,2.00448474640115e-22,"Not significant","SMIM14","201895","small integral membrane protein 14"
"ENSG00000099246",1982.1826950753,0.510400780888458,0.0512939799155212,9.95050065775875,2.50917661410569e-23,2.00543627650161e-22,"Not significant","RAB18","22931","RAB18, member RAS oncogene family"
"ENSG00000197208",208.694041948294,1.36257964536454,0.136943392748733,9.94994806258843,2.52314860978716e-23,2.01551025534109e-22,"Up","SLC22A4","6583","solute carrier family 22 member 4"
"ENSG00000142556",265.412795309527,1.22590663586025,0.123263386480267,9.94542394838802,2.64047300336797e-23,2.10808727647005e-22,"Up","ZNF614","80110","zinc finger protein 614"
"ENSG00000174233",1406.90621022549,0.586533703104744,0.0590281241736158,9.936512659281,2.88759520129222e-23,2.30413525049512e-22,"Not significant","ADCY6","112","adenylate cyclase 6"
"ENSG00000079332",2761.56483487937,-0.510018800199295,0.0513298280641385,-9.93610965464384,2.89929673047994e-23,2.312220520228e-22,"Not significant","SAR1A","56681","secretion associated Ras related GTPase 1A"
"ENSG00000129472",446.195984669693,0.913394501464238,0.0919488200688464,9.93372727110948,2.96943635779927e-23,2.36687685458332e-22,"Not significant","RAB2B","84932","RAB2B, member RAS oncogene family"
"ENSG00000152518",866.581278185647,-0.734455960947944,0.0739922948569501,-9.92611409563487,3.20503259030983e-23,2.5532848819452e-22,"Not significant","ZFP36L2","678","ZFP36 ring finger protein like 2"
"ENSG00000104763",1145.34934418398,0.623395614913647,0.0628257266558389,9.9226168656771,3.31937203243187e-23,2.6429446252826e-22,"Not significant","ASAH1","427","N-acylsphingosine amidohydrolase 1"
"ENSG00000159322",986.309015654618,-0.667639710794217,0.0673522078587823,-9.91266258403972,3.66739957916052e-23,2.9184738119691e-22,"Not significant","ADPGK","83440","ADP dependent glucokinase"
"ENSG00000178695",352.587013326958,-1.06832284569262,0.107819158606597,-9.90846951042013,3.82459839440746e-23,3.04192828584874e-22,"Down","KCTD12","115207","potassium channel tetramerization domain containing 12"
"ENSG00000082701",1638.8100735138,0.53389466446305,0.0539046161519424,9.90443310009196,3.98222023665722e-23,3.16558586018631e-22,"Not significant","GSK3B","2932","glycogen synthase kinase 3 beta"
"ENSG00000162729",557.830907345904,0.855596234347028,0.0864269268991773,9.89964892937981,4.17738866298964e-23,3.31894092264912e-22,"Not significant","IGSF8","93185","immunoglobulin superfamily member 8"
"ENSG00000124788",624.056868074326,0.785875590395582,0.0794298047840539,9.89396351321956,4.42166838987729e-23,3.51112870312562e-22,"Not significant","ATXN1","6310","ataxin 1"
"ENSG00000107581",8889.60819039257,0.376411713172677,0.0380651636836602,9.88861406983139,4.66440496091219e-23,3.70188477727108e-22,"Not significant","EIF3A","8661","eukaryotic translation initiation factor 3 subunit A"
"ENSG00000185885",180.054479403741,1.41396022362032,0.143146774665512,9.87769530207222,5.20154338005649e-23,4.12596051320089e-22,"Up","IFITM1","8519","interferon induced transmembrane protein 1"
"ENSG00000069482",261.695713106138,1.26991265026845,0.128677304467786,9.86897149828294,5.67434261959895e-23,4.49857243290206e-22,"Up","GAL","51083","galanin and GMAP prepropeptide"
"ENSG00000065978",10452.8999150459,-0.361681947394451,0.0366497424711352,-9.86860815404926,5.69493158779769e-23,4.51246783553561e-22,"Not significant","YBX1","4904","Y-box binding protein 1"
"ENSG00000130779",1860.31356624659,-0.543307170743559,0.0550769133114922,-9.86451741895626,5.93190004453528e-23,4.69770783752611e-22,"Not significant","CLIP1","6249","CAP-Gly domain containing linker protein 1"
"ENSG00000048028",181.81515289144,-1.39777722496896,0.141850778578363,-9.85385655953082,6.59632126359022e-23,5.22108393033258e-22,"Down","USP28","57646","ubiquitin specific peptidase 28"
"ENSG00000123610",275.845431876023,2.6984196135197,0.274256440548998,9.83903826695223,7.64380129343301e-23,6.04693201624346e-22,"Up","TNFAIP6","7130","TNF alpha induced protein 6"
"ENSG00000157540",789.918121677195,0.712013187064062,0.0724016389267447,9.83421366724129,8.01915966213738e-23,6.34047076719854e-22,"Not significant","DYRK1A","1859","dual specificity tyrosine phosphorylation regulated kinase 1A"
"ENSG00000183023",539.685754276933,-0.964601274145703,0.0981329662097469,-9.82953345243828,8.40070445479615e-23,6.63858349891612e-22,"Not significant","SLC8A1","6546","solute carrier family 8 member A1"
"ENSG00000101412",125.790251168703,-1.76161371099212,0.179243582022509,-9.8280434429775,8.52590488874926e-23,6.73391137461879e-22,"Down","E2F1","1869","E2F transcription factor 1"
"ENSG00000070540",852.321296964637,-0.689712810135633,0.0702115685658838,-9.82334997242561,8.93247967320416e-23,7.05125256688179e-22,"Not significant","WIPI1","55062","WD repeat domain, phosphoinositide interacting 1"
"ENSG00000126062",1108.16841793685,0.636202713730181,0.0647688021071368,9.82267222848759,8.99275412560842e-23,7.09503267147842e-22,"Not significant","TMEM115","11070","transmembrane protein 115"
"ENSG00000144354",79.3321845773423,-2.42822134346058,0.24720969754421,-9.82251654195856,9.0066567125216e-23,7.10219939160746e-22,"Down","CDCA7","83879","cell division cycle associated 7"
"ENSG00000184445",223.459452796854,-1.31157740756404,0.133556083613237,-9.82042428978534,9.19556916884113e-23,7.24728868504709e-22,"Down","KNTC1","9735","kinetochore associated 1"
"ENSG00000249992",3846.87285645164,1.38258866845801,0.140855797870013,9.8156319396516,9.64318706783655e-23,7.59600700191209e-22,"Up","TMEM158","25907","transmembrane protein 158"
"ENSG00000047849",11631.1181286407,-0.370090329904555,0.0377113625546272,-9.81376181697112,9.82365377346598e-23,7.73402827528534e-22,"Not significant","MAP4","4134","microtubule associated protein 4"
"ENSG00000152253",57.6296411054703,-3.10582925465269,0.316509297313154,-9.81275836450321,9.92186097048849e-23,7.80717495905282e-22,"Down","SPC25","57405","SPC25 component of NDC80 kinetochore complex"
"ENSG00000090520",1935.20084457935,0.506120380781452,0.0515881030564501,9.81079649754967,1.0116683576962e-22,7.95622639046246e-22,"Not significant","DNAJB11","51726","DnaJ heat shock protein family (Hsp40) member B11"
"ENSG00000102172",4066.68478158891,-0.472531819952974,0.0481839758435263,-9.80682502181813,1.05227358267074e-22,8.2711509660807e-22,"Not significant","SMS","6611","spermine synthase"
"ENSG00000171206",1627.61493566926,-0.554041401116992,0.0565524087492049,-9.79695495507574,1.16030796494293e-22,9.11546843674252e-22,"Not significant","TRIM8","81603","tripartite motif containing 8"
"ENSG00000180370",2708.24156414914,0.478123404379325,0.048818911402885,9.79381536047667,1.19692187330493e-22,9.39810046284924e-22,"Not significant","PAK2","5062","p21 (RAC1) activated kinase 2"
"ENSG00000156313",146.585113769599,1.58202684093213,0.161619198444205,9.78860714668303,1.2601984966865e-22,9.88967276047156e-22,"Up","RPGR","6103","retinitis pigmentosa GTPase regulator"
"ENSG00000181523",1027.76469804181,0.635355261171911,0.0649093527905129,9.7883468846538,1.26344595770833e-22,9.90988106690016e-22,"Not significant","SGSH","6448","N-sulfoglucosamine sulfohydrolase"
"ENSG00000238227",1068.61407786061,0.698305735824431,0.0713512051628709,9.78688074336562,1.28189534338279e-22,1.00492412610508e-21,"Not significant","TMEM250","90120","transmembrane protein 250"
"ENSG00000132017",217.944354736316,-1.25427732837434,0.128197146242253,-9.78397230468875,1.31928687911769e-22,1.03368686998599e-21,"Down","DCAF15","90379","DDB1 and CUL4 associated factor 15"
"ENSG00000179335",488.909374942438,-0.852351146736286,0.0871290402355459,-9.7826298147211,1.33690845524865e-22,1.04693713142692e-21,"Not significant","CLK3","1198","CDC like kinase 3"
"ENSG00000148841",1448.91994980014,0.660933271490265,0.0675765428554091,9.78051323081794,1.36516516835334e-22,1.06849730489599e-21,"Not significant","ITPRIP","85450","inositol 1,4,5-trisphosphate receptor interacting protein"
"ENSG00000116584",1848.58686617251,-0.607594734311996,0.0621583010821731,-9.77495722588617,1.44218235391616e-22,1.12817853142337e-21,"Not significant","ARHGEF2","9181","Rho/Rac guanine nucleotide exchange factor 2"
"ENSG00000124587",466.897722321094,-0.920919244927626,0.0942490124361407,-9.7711288545501,1.49773842224158e-22,1.17101691602103e-21,"Not significant","PEX6","5190","peroxisomal biogenesis factor 6"
"ENSG00000179632",1508.76378475303,0.602854638107005,0.0617071144948947,9.76961316440881,1.52031438572653e-22,1.18803782697973e-21,"Not significant","MAF1","84232","MAF1 homolog, negative regulator of RNA polymerase III"
"ENSG00000241685",2811.06971799844,-0.454087228191549,0.0464945340407475,-9.76646475892392,1.56829145815293e-22,1.22487967727917e-21,"Not significant","ARPC1A","10552","actin related protein 2/3 complex subunit 1A"
"ENSG00000185950",398.907073453823,0.947871387526584,0.097059212082831,9.76590853341839,1.57692193384631e-22,1.23096797992727e-21,"Not significant","IRS2","8660","insulin receptor substrate 2"
"ENSG00000139364",136.363546774144,1.71493477324508,0.17570812047688,9.76013384350518,1.66934762065778e-22,1.30242695782183e-21,"Up","TMEM132B","114795","transmembrane protein 132B"
"ENSG00000173276",743.999455757365,0.794864744609585,0.081490641841593,9.75406165231458,1.77232060919385e-22,1.38203498086238e-21,"Not significant","ZBTB21","49854","zinc finger and BTB domain containing 21"
"ENSG00000159217",1638.47283942081,0.594286202296971,0.0610071156168963,9.74126044622211,2.01044995010372e-22,1.56689642330136e-21,"Not significant","IGF2BP1","10642","insulin like growth factor 2 mRNA binding protein 1"
"ENSG00000154640",520.625139568533,0.839437580575626,0.0862071084429968,9.73745200061653,2.08722108473242e-22,1.62587020860394e-21,"Not significant","BTG3","10950","BTG anti-proliferation factor 3"
"ENSG00000089154",4048.88386872789,-0.446268817409969,0.0458371318659651,-9.73596730953692,2.11792955676478e-22,1.64891948270467e-21,"Not significant","GCN1","10985","GCN1 activator of EIF2AK4"
"ENSG00000148677",160.191133013226,-1.59078349717684,0.163402799059559,-9.73535035098769,2.13082149679837e-22,1.65808063462589e-21,"Down","ANKRD1","27063","ankyrin repeat domain 1"
"ENSG00000196715",1100.77967620643,-0.631651280304062,0.0648998882971,-9.73270211826062,2.18704681978702e-22,1.70093382744174e-21,"Not significant","VKORC1L1","154807","vitamin K epoxide reductase complex subunit 1 like 1"
"ENSG00000198265",699.647635062619,-0.801301901287694,0.0823493612593337,-9.73051750534218,2.234532263741e-22,1.73694812779614e-21,"Not significant","HELZ","9931","helicase with zinc finger"
"ENSG00000149177",563.0345754544,0.826162414174017,0.0849065565510793,9.73025462028956,2.24031476361089e-22,1.74052498608842e-21,"Not significant","PTPRJ","5795","protein tyrosine phosphatase receptor type J"
"ENSG00000142230",2368.4232771851,-0.473589992124928,0.0487077216494066,-9.72309884526691,2.40353166448642e-22,1.8663461365227e-21,"Not significant","SAE1","10055","SUMO1 activating enzyme subunit 1"
"ENSG00000171320",49.4785025858831,-3.3679990551821,0.346399943473339,-9.72286260041299,2.40911628982748e-22,1.86969751866653e-21,"Down","ESCO2","157570","establishment of sister chromatid cohesion N-acetyltransferase 2"
"ENSG00000132535",853.366427012542,0.703030725949963,0.072361495354533,9.71553617715451,2.58882886561747e-22,2.00811367481422e-21,"Not significant","DLG4","1742","discs large MAGUK scaffold protein 4"
"ENSG00000134291",315.837946845901,-1.04887375045951,0.10796703911725,-9.71475886562429,2.60865742504676e-22,2.02242993847129e-21,"Down","TMEM106C","79022","transmembrane protein 106C"
"ENSG00000166670",61.3773644453775,3.32437743579169,0.342335958988558,9.71086252701487,2.71033748511744e-22,2.10015530261098e-21,"Up","MMP10","4319","matrix metallopeptidase 10"
"ENSG00000082258",594.406216868234,0.78167640086145,0.0805201138671379,9.70784023171221,2.79190088775765e-22,2.16221940534799e-21,"Not significant","CCNT2","905","cyclin T2"
"ENSG00000137831",17955.8815846106,0.433456415670608,0.0446817196144548,9.70097882111015,2.98619914385333e-22,2.31148124906042e-21,"Not significant","UACA","55075","uveal autoantigen with coiled-coil domains and ankyrin repeats"
"ENSG00000148019",332.24168365854,-1.09210173449684,0.112594978515474,-9.69938223618697,3.03329600524848e-22,2.34670427954604e-21,"Down","CEP78","84131","centrosomal protein 78"
"ENSG00000117362",1700.56273469309,0.520871284974088,0.0537049326545989,9.69876060219739,3.05183145671571e-22,2.35980545692949e-21,"Not significant","APH1A","51107","aph-1 homolog A, gamma-secretase subunit"
"ENSG00000196352",378.35634944619,0.97323798609191,0.100372866618339,9.69622587140593,3.12857778123623e-22,2.41788040586574e-21,"Not significant","CD55","1604","CD55 molecule (Cromer blood group)"
"ENSG00000087494",91.5264897887427,2.07297907344881,0.21380562458508,9.69562460048337,3.1470614827415e-22,2.43089057298974e-21,"Up","PTHLH","5744","parathyroid hormone like hormone"
"ENSG00000157500",544.308322233361,-0.82052423128307,0.0846612365062537,-9.69185267241472,3.26550518060568e-22,2.52105894980442e-21,"Not significant","APPL1","26060","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
"ENSG00000106299",1039.99153981342,0.655557245309828,0.06771291508816,9.68142110639181,3.61653488479476e-22,2.79060162995315e-21,"Not significant","WASL","8976","WASP like actin nucleation promoting factor"
"ENSG00000165861",771.119818151896,0.698163133591909,0.0721838019547134,9.6720194099768,3.96476186956924e-22,3.05770070296763e-21,"Not significant","ZFYVE1","53349","zinc finger FYVE-type containing 1"
"ENSG00000116001",1084.01194543499,0.629661428307819,0.0651215322021415,9.66902047625827,4.08266863351983e-22,3.14698589544013e-21,"Not significant","TIA1","7072","TIA1 cytotoxic granule associated RNA binding protein"
"ENSG00000142627",2309.84676794303,0.480602093061738,0.0497135215061846,9.66743208891264,4.14651693257127e-22,3.1945304000123e-21,"Not significant","EPHA2","1969","EPH receptor A2"
"ENSG00000142937",7947.52976906021,-0.375738326482284,0.0388942068862558,-9.66052161909644,4.43599450820117e-22,3.41576212444456e-21,"Not significant","RPS8","6202","ribosomal protein S8"
"ENSG00000139324",1680.91980853639,0.542264657188931,0.0561358502983586,9.65986360421775,4.46457984753465e-22,3.43597795263528e-21,"Not significant","TMTC3","160418","transmembrane O-mannosyltransferase targeting cadherins 3"
"ENSG00000072803",1613.20040176687,0.552936797668358,0.0572726499483097,9.65446505735985,4.70608989778388e-22,3.61995578880682e-21,"Not significant","FBXW11","23291","F-box and WD repeat domain containing 11"
"ENSG00000184500",334.322827035298,1.141611384781,0.11827320361605,9.6523248705346,4.80537288696165e-22,3.69439674533337e-21,"Up","PROS1","5627","protein S"
"ENSG00000161692",109.228353032315,-1.83130858846651,0.189804990325046,-9.64836901985743,4.99437124915842e-22,3.83769778259107e-21,"Down","DBF4B","80174","DBF4B-CDC7 kinase regulatory subunit"
"ENSG00000158373",190.420821969902,1.38469215398254,0.143536127599029,9.6469939460169,5.06177605922142e-22,3.88746511520611e-21,"Up","H2BC5","3017","H2B clustered histone 5"
"ENSG00000006016",356.527487903638,1.29326802394824,0.134096785146,9.64428806059873,5.19705552757564e-22,3.98928147736509e-21,"Up","CRLF1","9244","cytokine receptor like factor 1"
"ENSG00000134775",188.056463346471,-1.32355796792443,0.137288400101066,-9.64071230307935,5.38132548879657e-22,4.12857756657386e-21,"Down","FHOD3","80206","formin homology 2 domain containing 3"
"ENSG00000146278",589.229496685474,0.793162806011785,0.0822782766304451,9.64000266527574,5.41865692763957e-22,4.15505545263018e-21,"Not significant","PNRC1","10957","proline rich nuclear receptor coactivator 1"
"ENSG00000134313",2405.85624096642,0.482999937653364,0.0501202177941477,9.63682838803947,5.58880555052569e-22,4.28329777450066e-21,"Not significant","KIDINS220","57498","kinase D interacting substrate 220"
"ENSG00000072042",1490.47994910288,0.567742329003554,0.0589242083577999,9.63512866487923,5.68207718715512e-22,4.35251837756196e-21,"Not significant","RDH11","51109","retinol dehydrogenase 11"
"ENSG00000204525",3533.93553083832,0.413801104263936,0.0429674516191792,9.63057125033753,5.93983397395642e-22,4.5475986030218e-21,"Not significant","HLA-C","3107","major histocompatibility complex, class I, C"
"ENSG00000006534",196.341227693248,-1.36286599167406,0.141539676652196,-9.62886184220283,6.0394694883832e-22,4.62147981930382e-21,"Down","ALDH3B1","221","aldehyde dehydrogenase 3 family member B1"
"ENSG00000151917",168.318486637092,-1.39922379709642,0.145393948123472,-9.62367289117265,6.35215670535654e-22,4.85822965872053e-21,"Down","BEND6","221336","BEN domain containing 6"
"ENSG00000172379",537.588569467218,-0.866914635952333,0.0900977650014903,-9.62193275202768,6.46056344456339e-22,4.93857801068336e-21,"Not significant","ARNT2","9915","aryl hydrocarbon receptor nuclear translocator 2"
"ENSG00000112208",730.085376337392,-0.787529774816738,0.081849150740717,-9.62172200554025,6.47381613336046e-22,4.94614319198893e-21,"Not significant","BAG2","9532","BAG cochaperone 2"
"ENSG00000165490",89.3021061469361,-2.13573753955735,0.221990517847949,-9.6208502969492,6.52891944930731e-22,4.98565880020161e-21,"Down","DDIAS","220042","DNA damage induced apoptosis suppressor"
"ENSG00000182670",6532.12850829166,-0.505370236678503,0.0525453119367492,-9.61779877312055,6.72549661068738e-22,5.13311077412277e-21,"Not significant","TTC3","7267","tetratricopeptide repeat domain 3"
"ENSG00000182667",730.562221207398,-0.698016079163667,0.0725824430090108,-9.61687221077707,6.78633609781116e-22,5.17686446219156e-21,"Not significant","NTM","50863","neurotrimin"
"ENSG00000114126",593.198736850945,0.782977052918965,0.081454787040519,9.61241298844082,7.08683817949266e-22,5.40330166008085e-21,"Not significant","TFDP2","7029","transcription factor Dp-2"
"ENSG00000101000",435.046699708015,0.922049717444279,0.0959252853458988,9.61216549025048,7.10389715874233e-22,5.4135075659537e-21,"Not significant","PROCR","10544","protein C receptor"
"ENSG00000006831",1389.68883378113,0.57834018006021,0.0601709975432518,9.61161030518882,7.14231160568708e-22,5.4399683950706e-21,"Not significant","ADIPOR2","79602","adiponectin receptor 2"
"ENSG00000143393",1614.96306645009,-0.53778479262805,0.0559545218627817,-9.61110513904255,7.17744370181799e-22,5.46390316515462e-21,"Not significant","PI4KB","5298","phosphatidylinositol 4-kinase beta"
"ENSG00000276547",989.113882728806,0.631095449161079,0.0656797895468918,9.60867039183357,7.34918250902905e-22,5.59175280423697e-21,"Not significant","PCDHGB5","56101","protocadherin gamma subfamily B, 5"
"ENSG00000113575",1637.06650840285,-0.592195288534714,0.0616665814511897,-9.60318011147494,7.75151332615281e-22,5.89482989684418e-21,"Not significant","PPP2CA","5515","protein phosphatase 2 catalytic subunit alpha"
"ENSG00000176907",87.3651298398392,2.10199815069557,0.218912154186689,9.60201665597325,7.83953054251608e-22,5.95869010498205e-21,"Up","TCIM","56892","transcriptional and immune response regulator"
"ENSG00000105171",270.338924524571,-1.12770099079199,0.117451005664468,-9.60145879051547,7.88208398524717e-22,5.98794607085427e-21,"Down","POP4","10775","POP4 homolog, ribonuclease P/MRP subunit"
